"XMean" "YActivity" "Subject"
"8208" -0.485025384268627+0i "WALKING_UPSTAIRS" 25
"8209" -0.498614329490018+0i "WALKING_UPSTAIRS" 25
"8210" -0.509786214888948+0i "WALKING_UPSTAIRS" 25
"8211" -0.509359431709269+0i "WALKING_UPSTAIRS" 25
"8212" -0.506445275349323+0i "WALKING_UPSTAIRS" 25
"8213" -0.492925210906239+0i "WALKING_UPSTAIRS" 25
"8214" -0.493792722652941+0i "WALKING_UPSTAIRS" 25
"8215" -0.5074804639+0i "WALKING_UPSTAIRS" 25
"8216" -0.50484280487369+0i "WALKING_UPSTAIRS" 25
"8217" -0.512928713411622+0i "WALKING_UPSTAIRS" 25
"8218" -0.529207960381283+0i "WALKING_UPSTAIRS" 25
"8219" -0.524998712856025+0i "STANDING" 25
"8220" -0.580983459747237+0i "STANDING" 25
"8221" -0.61496219557246+0i "STANDING" 25
"8222" -0.647274104721444+0i "STANDING" 25
"8223" -0.647293056420499+0i "STANDING" 25
"8224" -0.655674218649447+0i "STANDING" 25
"8225" -0.653630397092692+0i "STANDING" 25
"8226" -0.654543507811943+0i "STANDING" 25
"8227" -0.654066031878966+0i "STANDING" 25
"8228" -0.655099753896649+0i "STANDING" 25
"8229" -0.651388071973672+0i "STANDING" 25
"8230" -0.644779641483422+0i "STANDING" 25
"8231" -0.643271498178717+0i "STANDING" 25
"8232" -0.649243370587433+0i "STANDING" 25
"8233" -0.649915562486274+0i "STANDING" 25
"8234" -0.654018153085027+0i "STANDING" 25
"8235" -0.660830147063815+0i "STANDING" 25
"8236" -0.657350963149465+0i "STANDING" 25
"8237" -0.63499355138729+0i "STANDING" 25
"8238" -0.645007655016043+0i "STANDING" 25
"8239" -0.655797697193725+0i "STANDING" 25
"8240" -0.650731159711943+0i "STANDING" 25
"8241" -0.65490590843369+0i "STANDING" 25
"8242" -0.652773154552585+0i "STANDING" 25
"8243" -0.653156234235829+0i "STANDING" 25
"8244" -0.655018017216221+0i "STANDING" 25
"8245" -0.648797006704635+0i "STANDING" 25
"8246" -0.641886008375579+0i "STANDING" 25
"8247" -0.647933263927255+0i "STANDING" 25
"8248" -0.64936673799893+0i "STANDING" 25
"8249" -0.657127883683066+0i "STANDING" 25
"8250" -0.650099720474688+0i "STANDING" 25
"8251" -0.659403912918538+0i "STANDING" 25
"8252" -0.651428875074153+0i "STANDING" 25
"8253" -0.653476607530125+0i "STANDING" 25
"8254" -0.64928204224082+0i "STANDING" 25
"8255" -0.648090421723333+0i "STANDING" 25
"8256" -0.560825128040463+0i "SITTING" 25
"8257" -0.630067115042891+0i "SITTING" 25
"8258" -0.637632417414439+0i "SITTING" 25
"8259" -0.649324164956506+0i "SITTING" 25
"8260" -0.655928921703743+0i "SITTING" 25
"8261" -0.654460805483922+0i "SITTING" 25
"8262" -0.646740692532977+0i "SITTING" 25
"8263" -0.647995674420499+0i "SITTING" 25
"8264" -0.641613565310303+0i "SITTING" 25
"8265" -0.641698890588592+0i "SITTING" 25
"8266" -0.646086413603209+0i "SITTING" 25
"8267" -0.65891486792246+0i "SITTING" 25
"8268" -0.656050643816756+0i "SITTING" 25
"8269" -0.652818705028378+0i "SITTING" 25
"8270" -0.653121674149537+0i "SITTING" 25
"8271" -0.645218456798217+0i "SITTING" 25
"8272" -0.60332111640861+0i "SITTING" 25
"8273" -0.623300857084456+0i "SITTING" 25
"8274" -0.638546939053298+0i "SITTING" 25
"8275" -0.641406690622995+0i "SITTING" 25
"8276" -0.646608826788859+0i "SITTING" 25
"8277" -0.649887670421925+0i "SITTING" 25
"8278" -0.654412286271599+0i "SITTING" 25
"8279" -0.658278386170945+0i "SITTING" 25
"8280" -0.654288598355972+0i "SITTING" 25
"8281" -0.65558595760633+0i "SITTING" 25
"8282" -0.653256516814545+0i "SITTING" 25
"8283" -0.648488127778289+0i "SITTING" 25
"8284" -0.654559353348021+0i "SITTING" 25
"8285" -0.657408685440339+0i "SITTING" 25
"8286" -0.658189617927451+0i "SITTING" 25
"8287" -0.569270108511586+0i "LAYING" 25
"8288" -0.609549339194852+0i "LAYING" 25
"8289" -0.625115904682531+0i "LAYING" 25
"8290" -0.62440936214189+0i "LAYING" 25
"8291" -0.630832951244741+0i "LAYING" 25
"8292" -0.645065243614795+0i "LAYING" 25
"8293" -0.632022224984314+0i "LAYING" 25
"8294" -0.562361212550802+0i "LAYING" 25
"8295" -0.57047588245811+0i "LAYING" 25
"8296" -0.5653713521059+0i "LAYING" 25
"8297" -0.584511939032692+0i "LAYING" 25
"8298" -0.572352423484492+0i "LAYING" 25
"8299" -0.571601419763993+0i "LAYING" 25
"8300" -0.604408936456506+0i "LAYING" 25
"8301" -0.594003884970339+0i "LAYING" 25
"8302" -0.602970570897273+0i "LAYING" 25
"8303" -0.587057853394652+0i "LAYING" 25
"8304" -0.595675596765419+0i "LAYING" 25
"8305" -0.592482117133333+0i "LAYING" 25
"8306" -0.609229839036185+0i "LAYING" 25
"8307" -0.627364512907308+0i "LAYING" 25
"8308" -0.507943370752228+0i "LAYING" 25
"8309" -0.59748782514189+0i "LAYING" 25
"8310" -0.596825793502139+0i "LAYING" 25
"8311" -0.576078385127273+0i "LAYING" 25
"8312" -0.577884634029234+0i "LAYING" 25
"8313" -0.582114402215134+0i "LAYING" 25
"8314" -0.626609793621034+0i "LAYING" 25
"8315" -0.637553738594403+0i "LAYING" 25
"8316" -0.560093840978146+0i "LAYING" 25
"8317" -0.541203616384745+0i "LAYING" 25
"8318" -0.544656380214082+0i "LAYING" 25
"8319" -0.592991237514973+0i "LAYING" 25
"8320" -0.615047376253832+0i "LAYING" 25
"8321" -0.603262355675205+0i "LAYING" 25
"8322" -0.587605478103743+0i "LAYING" 25
"8323" -0.605396926783601+0i "LAYING" 25
"8324" -0.617047108690731+0i "LAYING" 25
"8325" -0.627462186403351+0i "LAYING" 25
"8326" -0.616460310306774+0i "LAYING" 25
"8327" -0.497285522009982+0i "WALKING" 25
"8328" -0.464171056029055+0i "WALKING" 25
"8329" -0.454476955386148+0i "WALKING" 25
"8330" -0.4564097605082+0i "WALKING" 25
"8331" -0.473893348967914+0i "WALKING" 25
"8332" -0.487323659841283+0i "WALKING" 25
"8333" -0.494165836004278+0i "WALKING" 25
"8334" -0.491676071245098+0i "WALKING" 25
"8335" -0.478416802853832+0i "WALKING" 25
"8336" -0.47057724660107+0i "WALKING" 25
"8337" -0.467765083172727+0i "WALKING" 25
"8338" -0.474041727771836+0i "WALKING" 25
"8339" -0.480232500252585+0i "WALKING" 25
"8340" -0.470602083122995+0i "WALKING" 25
"8341" -0.459250154922513+0i "WALKING" 25
"8342" -0.463606136431551+0i "WALKING" 25
"8343" -0.47541585541943+0i "WALKING" 25
"8344" -0.473567991316934+0i "WALKING" 25
"8345" -0.465483280750713+0i "WALKING" 25
"8346" -0.477605223018217+0i "WALKING" 25
"8347" -0.499281614439572+0i "WALKING" 25
"8348" -0.467484937570125+0i "WALKING" 25
"8349" -0.464199937593048+0i "WALKING" 25
"8350" -0.459476136286096+0i "WALKING" 25
"8351" -0.450784903329947+0i "WALKING" 25
"8352" -0.457639118711052+0i "WALKING" 25
"8353" -0.450433364946881+0i "WALKING" 25
"8354" -0.445261400732442+0i "WALKING" 25
"8355" -0.445241188192157+0i "WALKING" 25
"8356" -0.453170028711943+0i "WALKING" 25
"8357" -0.45229389509893+0i "WALKING" 25
"8358" -0.456939646450838+0i "WALKING" 25
"8359" -0.451972516077897+0i "WALKING" 25
"8360" -0.438823420784314+0i "WALKING" 25
"8361" -0.448720519652513+0i "WALKING" 25
"8362" -0.461930550062549+0i "WALKING" 25
"8363" -0.477718380024314+0i "WALKING" 25
"8364" -0.465017791348057+0i "WALKING" 25
"8365" -0.397659574409269+0i "WALKING_DOWNSTAIRS" 25
"8366" -0.3990506912959+0i "WALKING_DOWNSTAIRS" 25
"8367" -0.400015887135472+0i "WALKING_DOWNSTAIRS" 25
"8368" -0.405858557468378+0i "WALKING_DOWNSTAIRS" 25
"8369" -0.392365143856702+0i "WALKING_DOWNSTAIRS" 25
"8370" -0.410214841035294+0i "WALKING_DOWNSTAIRS" 25
"8371" -0.41254011974795+0i "WALKING_DOWNSTAIRS" 25
"8372" -0.388399638558004+0i "WALKING_DOWNSTAIRS" 25
"8373" -0.409353590564349+0i "WALKING_DOWNSTAIRS" 25
"8374" -0.446275901171034+0i "WALKING_DOWNSTAIRS" 25
"8375" -0.448324696681818+0i "WALKING_DOWNSTAIRS" 25
"8376" -0.419846736207861+0i "WALKING_DOWNSTAIRS" 25
"8377" -0.41702184197451+0i "WALKING_DOWNSTAIRS" 25
"8378" -0.430830905813012+0i "WALKING_DOWNSTAIRS" 25
"8379" -0.420914990927754+0i "WALKING_DOWNSTAIRS" 25
"8380" -0.414950596262781+0i "WALKING_DOWNSTAIRS" 25
"8381" -0.411368928765241+0i "WALKING_DOWNSTAIRS" 25
"8382" -0.43166579092+0i "WALKING_DOWNSTAIRS" 25
"8383" -0.408029676944323+0i "WALKING_DOWNSTAIRS" 25
"8384" -0.399559830565062+0i "WALKING_DOWNSTAIRS" 25
"8385" -0.397967339498877+0i "WALKING_DOWNSTAIRS" 25
"8386" -0.439161214019447+0i "WALKING_DOWNSTAIRS" 25
"8387" -0.436607447008004+0i "WALKING_DOWNSTAIRS" 25
"8388" -0.41576464077148+0i "WALKING_DOWNSTAIRS" 25
"8389" -0.43481739683672+0i "WALKING_DOWNSTAIRS" 25
"8390" -0.41441873026221+0i "WALKING_DOWNSTAIRS" 25
"8391" -0.410960300799644+0i "WALKING_DOWNSTAIRS" 25
"8392" -0.41165898484066+0i "WALKING_DOWNSTAIRS" 25
"8393" -0.485699358337433+0i "WALKING_UPSTAIRS" 25
"8394" -0.47716856486328+0i "WALKING_UPSTAIRS" 25
"8395" -0.458934982291087+0i "WALKING_UPSTAIRS" 25
"8396" -0.453903260986809+0i "WALKING_UPSTAIRS" 25
"8397" -0.450939068597148+0i "WALKING_UPSTAIRS" 25
"8398" -0.467829328709982+0i "WALKING_UPSTAIRS" 25
"8399" -0.480554869916578+0i "WALKING_UPSTAIRS" 25
"8400" -0.475568624457504+0i "WALKING_UPSTAIRS" 25
"8401" -0.4984553602082+0i "WALKING_UPSTAIRS" 25
"8402" -0.492654573664349+0i "WALKING_UPSTAIRS" 25
"8403" -0.465401562427094+0i "WALKING_UPSTAIRS" 25
"8404" -0.45331659645918+0i "WALKING_UPSTAIRS" 25
"8405" -0.461639705426203+0i "WALKING_UPSTAIRS" 25
"8406" -0.477574215735651+0i "WALKING_UPSTAIRS" 25
"8407" -0.470087134096257+0i "WALKING_UPSTAIRS" 25
"8408" -0.475641339205526+0i "WALKING_UPSTAIRS" 25
"8409" -0.462875688226916+0i "WALKING_UPSTAIRS" 25
"8410" -0.459525813644563+0i "WALKING_UPSTAIRS" 25
"8411" -0.487960715381818+0i "WALKING_UPSTAIRS" 25
"8412" -0.490312383359572+0i "WALKING_UPSTAIRS" 25
"8413" -0.457969084704349+0i "WALKING_UPSTAIRS" 25
"8414" -0.466908895984492+0i "WALKING_UPSTAIRS" 25
"8415" -0.466231184781996+0i "WALKING_UPSTAIRS" 25
"8416" -0.464337829994296+0i "WALKING_UPSTAIRS" 25
"8417" -0.461694613691622+0i "WALKING_UPSTAIRS" 25
"8418" -0.451065082692995+0i "WALKING_UPSTAIRS" 25
"8419" -0.454394331346168+0i "WALKING_UPSTAIRS" 25
"8420" -0.439686431647594+0i "WALKING_UPSTAIRS" 25
"8421" -0.47318494114082+0i "WALKING_UPSTAIRS" 25
"8422" -0.486296652753476+0i "WALKING_UPSTAIRS" 25
"8423" -0.588351210934367+0i "STANDING" 26
"8424" -0.627878761067023+0i "STANDING" 26
"8425" -0.641414343821034+0i "STANDING" 26
"8426" -0.649102918072217+0i "STANDING" 26
"8427" -0.653655984526025+0i "STANDING" 26
"8428" -0.650609454468628+0i "STANDING" 26
"8429" -0.645819779659358+0i "STANDING" 26
"8430" -0.64515861737451+0i "STANDING" 26
"8431" -0.637601849537077+0i "STANDING" 26
"8432" -0.628504291823315+0i "STANDING" 26
"8433" -0.650284816955401+0i "STANDING" 26
"8434" -0.655522789446702+0i "STANDING" 26
"8435" -0.659150126034581+0i "STANDING" 26
"8436" -0.653546631337772+0i "STANDING" 26
"8437" -0.651357767624599+0i "STANDING" 26
"8438" -0.645549693459715+0i "STANDING" 26
"8439" -0.647866115337611+0i "STANDING" 26
"8440" -0.636330288868806+0i "STANDING" 26
"8441" -0.639626750611586+0i "STANDING" 26
"8442" -0.63237876415246+0i "STANDING" 26
"8443" -0.655070633032442+0i "STANDING" 26
"8444" -0.652305706504973+0i "STANDING" 26
"8445" -0.653544956378253+0i "STANDING" 26
"8446" -0.655779047399822+0i "STANDING" 26
"8447" -0.585185190873619+0i "STANDING" 26
"8448" -0.623472510810945+0i "STANDING" 26
"8449" -0.634844189928699+0i "STANDING" 26
"8450" -0.647601275076471+0i "STANDING" 26
"8451" -0.655699569884492+0i "STANDING" 26
"8452" -0.651575609180392+0i "STANDING" 26
"8453" -0.651946051263636+0i "STANDING" 26
"8454" -0.643507490815918+0i "STANDING" 26
"8455" -0.644643032489483+0i "STANDING" 26
"8456" -0.656744063955972+0i "STANDING" 26
"8457" -0.65524974244795+0i "STANDING" 26
"8458" -0.652919327443315+0i "STANDING" 26
"8459" -0.653884810597861+0i "STANDING" 26
"8460" -0.65659484420107+0i "STANDING" 26
"8461" -0.61707506398574+0i "SITTING" 26
"8462" -0.560348381503882+0i "SITTING" 26
"8463" -0.562211195457754+0i "SITTING" 26
"8464" -0.568249493955793+0i "SITTING" 26
"8465" -0.628590721915009+0i "SITTING" 26
"8466" -0.640269584051159+0i "SITTING" 26
"8467" -0.649538639991444+0i "SITTING" 26
"8468" -0.652457371000945+0i "SITTING" 26
"8469" -0.653486429306328+0i "SITTING" 26
"8470" -0.650089584494545+0i "SITTING" 26
"8471" -0.647896050578075+0i "SITTING" 26
"8472" -0.653407145600535+0i "SITTING" 26
"8473" -0.648690913915865+0i "SITTING" 26
"8474" -0.642643309214795+0i "SITTING" 26
"8475" -0.6435041212123+0i "SITTING" 26
"8476" -0.656263432786631+0i "SITTING" 26
"8477" -0.647015022110677+0i "SITTING" 26
"8478" -0.643726875758289+0i "SITTING" 26
"8479" -0.652551976282353+0i "SITTING" 26
"8480" -0.653079240608734+0i "SITTING" 26
"8481" -0.653849044480588+0i "SITTING" 26
"8482" -0.623706158528449+0i "SITTING" 26
"8483" -0.636108756678788+0i "SITTING" 26
"8484" -0.643675869300178+0i "SITTING" 26
"8485" -0.649932415216578+0i "SITTING" 26
"8486" -0.655076500461517+0i "SITTING" 26
"8487" -0.658996872628877+0i "SITTING" 26
"8488" -0.667076276863904+0i "SITTING" 26
"8489" -0.665490205293423+0i "SITTING" 26
"8490" -0.657219705497148+0i "SITTING" 26
"8491" -0.657236454564601+0i "SITTING" 26
"8492" -0.659295815059055+0i "SITTING" 26
"8493" -0.651863712346702+0i "SITTING" 26
"8494" -0.65521563322984+0i "SITTING" 26
"8495" -0.664561674465182+0i "SITTING" 26
"8496" -0.66278465517877+0i "SITTING" 26
"8497" -0.661484706921034+0i "SITTING" 26
"8498" -0.656827368714082+0i "SITTING" 26
"8499" -0.649268863418984+0i "SITTING" 26
"8500" -0.648586498129768+0i "SITTING" 26
"8501" -0.651790678236578+0i "SITTING" 26
"8502" -0.652188124459715+0i "SITTING" 26
"8503" -0.650043919971658+0i "SITTING" 26
"8504" -0.649930586271836+0i "SITTING" 26
"8505" -0.557136397251141+0i "LAYING" 26
"8506" -0.622019112813725+0i "LAYING" 26
"8507" -0.632479578402852+0i "LAYING" 26
"8508" -0.636555922823422+0i "LAYING" 26
"8509" -0.631354244941711+0i "LAYING" 26
"8510" -0.652456107815508+0i "LAYING" 26
"8511" -0.64793766940959+0i "LAYING" 26
"8512" -0.650919810634403+0i "LAYING" 26
"8513" -0.651869865995365+0i "LAYING" 26
"8514" -0.644933750274866+0i "LAYING" 26
"8515" -0.642062385137611+0i "LAYING" 26
"8516" -0.642363507310788+0i "LAYING" 26
"8517" -0.651649983606774+0i "LAYING" 26
"8518" -0.647303927030125+0i "LAYING" 26
"8519" -0.648944169925134+0i "LAYING" 26
"8520" -0.638309037940267+0i "LAYING" 26
"8521" -0.637695116210695+0i "LAYING" 26
"8522" -0.571096515571123+0i "LAYING" 26
"8523" -0.606265134586471+0i "LAYING" 26
"8524" -0.62566085054189+0i "LAYING" 26
"8525" -0.639752092089127+0i "LAYING" 26
"8526" -0.651453211246078+0i "LAYING" 26
"8527" -0.649050382156399+0i "LAYING" 26
"8528" -0.647378231565686+0i "LAYING" 26
"8529" -0.64143909298467+0i "LAYING" 26
"8530" -0.642743925147772+0i "LAYING" 26
"8531" -0.644016831416399+0i "LAYING" 26
"8532" -0.644146200713512+0i "LAYING" 26
"8533" -0.646607247948955+0i "LAYING" 26
"8534" -0.649397254487308+0i "LAYING" 26
"8535" -0.648017481175223+0i "LAYING" 26
"8536" -0.640026959114082+0i "LAYING" 26
"8537" -0.645169755170321+0i "LAYING" 26
"8538" -0.646917977854367+0i "LAYING" 26
"8539" -0.431481275377234+0i "WALKING" 26
"8540" -0.403709672739216+0i "WALKING" 26
"8541" -0.390579321843316+0i "WALKING" 26
"8542" -0.394059946205704+0i "WALKING" 26
"8543" -0.403334703694652+0i "WALKING" 26
"8544" -0.401675792820588+0i "WALKING" 26
"8545" -0.391524153289483+0i "WALKING" 26
"8546" -0.380154407787344+0i "WALKING" 26
"8547" -0.384543666334225+0i "WALKING" 26
"8548" -0.382538091388592+0i "WALKING" 26
"8549" -0.372778056261248+0i "WALKING" 26
"8550" -0.393948858615258+0i "WALKING" 26
"8551" -0.402125703886988+0i "WALKING" 26
"8552" -0.391246117993939+0i "WALKING" 26
"8553" -0.418883263492032+0i "WALKING" 26
"8554" -0.400105121374153+0i "WALKING" 26
"8555" -0.369589744023351+0i "WALKING" 26
"8556" -0.373581751408913+0i "WALKING" 26
"8557" -0.376667637286542+0i "WALKING" 26
"8558" -0.360162178540481+0i "WALKING" 26
"8559" -0.361803416907112+0i "WALKING" 26
"8560" -0.359371105966132+0i "WALKING" 26
"8561" -0.370782572259715+0i "WALKING" 26
"8562" -0.363287800250624+0i "WALKING" 26
"8563" -0.352351910649376+0i "WALKING" 26
"8564" -0.371431309434581+0i "WALKING" 26
"8565" -0.378511156573262+0i "WALKING" 26
"8566" -0.380119454198752+0i "WALKING" 26
"8567" -0.393050114523387+0i "WALKING_DOWNSTAIRS" 26
"8568" -0.353877348514759+0i "WALKING_DOWNSTAIRS" 26
"8569" -0.308010604883565+0i "WALKING_DOWNSTAIRS" 26
"8570" -0.296006169953832+0i "WALKING_DOWNSTAIRS" 26
"8571" -0.328217465047417+0i "WALKING_DOWNSTAIRS" 26
"8572" -0.325445450271301+0i "WALKING_DOWNSTAIRS" 26
"8573" -0.350338424973084+0i "WALKING_DOWNSTAIRS" 26
"8574" -0.314323526975276+0i "WALKING_DOWNSTAIRS" 26
"8575" -0.329543464137594+0i "WALKING_DOWNSTAIRS" 26
"8576" -0.335438483656328+0i "WALKING_DOWNSTAIRS" 26
"8577" -0.305000162869855+0i "WALKING_DOWNSTAIRS" 26
"8578" -0.282688773109447+0i "WALKING_DOWNSTAIRS" 26
"8579" -0.291296488260303+0i "WALKING_DOWNSTAIRS" 26
"8580" -0.318855954974759+0i "WALKING_DOWNSTAIRS" 26
"8581" -0.303907330571638+0i "WALKING_DOWNSTAIRS" 26
"8582" -0.286067247393761+0i "WALKING_DOWNSTAIRS" 26
"8583" -0.352341803773262+0i "WALKING_DOWNSTAIRS" 26
"8584" -0.344629252261141+0i "WALKING_DOWNSTAIRS" 26
"8585" -0.352773848276292+0i "WALKING_DOWNSTAIRS" 26
"8586" -0.357060617791658+0i "WALKING_DOWNSTAIRS" 26
"8587" -0.367120434949483+0i "WALKING_DOWNSTAIRS" 26
"8588" -0.346173269783066+0i "WALKING_DOWNSTAIRS" 26
"8589" -0.325918462037255+0i "WALKING_DOWNSTAIRS" 26
"8590" -0.324797600283957+0i "WALKING_DOWNSTAIRS" 26
"8591" -0.298649749045847+0i "WALKING_DOWNSTAIRS" 26
"8592" -0.392197127480585+0i "WALKING_UPSTAIRS" 26
"8593" -0.445585903249733+0i "WALKING_UPSTAIRS" 26
"8594" -0.453296866415686+0i "WALKING_UPSTAIRS" 26
"8595" -0.441834420590374+0i "WALKING_UPSTAIRS" 26
"8596" -0.437824652956649+0i "WALKING_UPSTAIRS" 26
"8597" -0.450062824409804+0i "WALKING_UPSTAIRS" 26
"8598" -0.450879830811943+0i "WALKING_UPSTAIRS" 26
"8599" -0.441515902234955+0i "WALKING_UPSTAIRS" 26
"8600" -0.450382071387487+0i "WALKING_UPSTAIRS" 26
"8601" -0.430946767007665+0i "WALKING_UPSTAIRS" 26
"8602" -0.410356191909982+0i "WALKING_UPSTAIRS" 26
"8603" -0.388036895019251+0i "WALKING_UPSTAIRS" 26
"8604" -0.408090577640642+0i "WALKING_UPSTAIRS" 26
"8605" -0.409882162089305+0i "WALKING_UPSTAIRS" 26
"8606" -0.400425214622816+0i "WALKING_UPSTAIRS" 26
"8607" -0.397243733786631+0i "WALKING_UPSTAIRS" 26
"8608" -0.410595635453832+0i "WALKING_UPSTAIRS" 26
"8609" -0.411543743577897+0i "WALKING_UPSTAIRS" 26
"8610" -0.399080469468984+0i "WALKING_UPSTAIRS" 26
"8611" -0.429522919934225+0i "WALKING_UPSTAIRS" 26
"8612" -0.410508143060963+0i "WALKING_UPSTAIRS" 26
"8613" -0.428389550642995+0i "WALKING_UPSTAIRS" 26
"8614" -0.407396696755615+0i "WALKING_UPSTAIRS" 26
"8615" -0.401118117459715+0i "WALKING_UPSTAIRS" 26
"8616" -0.414562821099643+0i "WALKING_UPSTAIRS" 26
"8617" -0.399521499695972+0i "WALKING_UPSTAIRS" 26
"8618" -0.406054621368806+0i "WALKING_UPSTAIRS" 26
"8619" -0.417302838095062+0i "WALKING_UPSTAIRS" 26
"8620" -0.607134565982353+0i "STANDING" 26
"8621" -0.632330085291818+0i "STANDING" 26
"8622" -0.630075984458645+0i "STANDING" 26
"8623" -0.651568056252228+0i "STANDING" 26
"8624" -0.649795090514209+0i "STANDING" 26
"8625" -0.648555973303191+0i "STANDING" 26
"8626" -0.647569610122569+0i "STANDING" 26
"8627" -0.648117042918592+0i "STANDING" 26
"8628" -0.647465783797148+0i "STANDING" 26
"8629" -0.654981872388841+0i "STANDING" 26
"8630" -0.650398157751515+0i "STANDING" 26
"8631" -0.655106628083601+0i "STANDING" 26
"8632" -0.644481084343494+0i "STANDING" 26
"8633" -0.634083472198396+0i "STANDING" 26
"8634" -0.628671589138503+0i "STANDING" 26
"8635" -0.650367471602496+0i "STANDING" 26
"8636" -0.652894308885562+0i "STANDING" 26
"8637" -0.649749320498039+0i "STANDING" 26
"8638" -0.642702812282175+0i "STANDING" 26
"8639" -0.601649200035811+0i "STANDING" 26
"8640" -0.613596299389305+0i "STANDING" 26
"8641" -0.645030234048663+0i "STANDING" 26
"8642" -0.658862111991444+0i "STANDING" 26
"8643" -0.623182568819073+0i "STANDING" 26
"8644" -0.621082210545989+0i "STANDING" 26
"8645" -0.65138497726344+0i "STANDING" 26
"8646" -0.661273646152941+0i "STANDING" 26
"8647" -0.649477368668984+0i "STANDING" 26
"8648" -0.654162308060838+0i "STANDING" 26
"8649" -0.656816755190196+0i "STANDING" 26
"8650" -0.64725922925139+0i "STANDING" 26
"8651" -0.655991796769519+0i "STANDING" 26
"8652" -0.650266989899911+0i "STANDING" 26
"8653" -0.65069401966025+0i "STANDING" 26
"8654" -0.661436494456845+0i "STANDING" 26
"8655" -0.657842370208057+0i "STANDING" 26
"8656" -0.535515794406952+0i "SITTING" 26
"8657" -0.612634798491444+0i "SITTING" 26
"8658" -0.629376204370945+0i "SITTING" 26
"8659" -0.645219490304635+0i "SITTING" 26
"8660" -0.64809736595713+0i "SITTING" 26
"8661" -0.65162133404082+0i "SITTING" 26
"8662" -0.651880444191178+0i "SITTING" 26
"8663" -0.648506414341177+0i "SITTING" 26
"8664" -0.649338756512014+0i "SITTING" 26
"8665" -0.648270151528877+0i "SITTING" 26
"8666" -0.653927785843315+0i "SITTING" 26
"8667" -0.654802211965954+0i "SITTING" 26
"8668" -0.656730112255169+0i "SITTING" 26
"8669" -0.655728357473797+0i "SITTING" 26
"8670" -0.64962085921729+0i "SITTING" 26
"8671" -0.652715312691087+0i "SITTING" 26
"8672" -0.585147748813316+0i "SITTING" 26
"8673" -0.622713137727255+0i "SITTING" 26
"8674" -0.63974523112902+0i "SITTING" 26
"8675" -0.643115798453119+0i "SITTING" 26
"8676" -0.645141000351337+0i "SITTING" 26
"8677" -0.647788211780214+0i "SITTING" 26
"8678" -0.652977734404854+0i "SITTING" 26
"8679" -0.648239941541248+0i "SITTING" 26
"8680" -0.633729429516756+0i "SITTING" 26
"8681" -0.635002957869162+0i "SITTING" 26
"8682" -0.635094472667237+0i "SITTING" 26
"8683" -0.643472270152656+0i "SITTING" 26
"8684" -0.658799717564528+0i "SITTING" 26
"8685" -0.651516204773262+0i "SITTING" 26
"8686" -0.650814735461141+0i "SITTING" 26
"8687" -0.647163649353048+0i "SITTING" 26
"8688" -0.637654793790909+0i "SITTING" 26
"8689" -0.656636217293405+0i "SITTING" 26
"8690" -0.570330864304813+0i "LAYING" 26
"8691" -0.618771210936453+0i "LAYING" 26
"8692" -0.632344369041177+0i "LAYING" 26
"8693" -0.634878944706774+0i "LAYING" 26
"8694" -0.649780244371658+0i "LAYING" 26
"8695" -0.661441957115686+0i "LAYING" 26
"8696" -0.650556009831943+0i "LAYING" 26
"8697" -0.650564939660784+0i "LAYING" 26
"8698" -0.65105147637647+0i "LAYING" 26
"8699" -0.646554468534991+0i "LAYING" 26
"8700" -0.651119870954724+0i "LAYING" 26
"8701" -0.651554449259358+0i "LAYING" 26
"8702" -0.649025685786453+0i "LAYING" 26
"8703" -0.648723264809982+0i "LAYING" 26
"8704" -0.65002629999893+0i "LAYING" 26
"8705" -0.657390654414439+0i "LAYING" 26
"8706" -0.642608551513547+0i "LAYING" 26
"8707" -0.648111129189091+0i "LAYING" 26
"8708" -0.646439522906417+0i "LAYING" 26
"8709" -0.588265194341711+0i "LAYING" 26
"8710" -0.624166047624622+0i "LAYING" 26
"8711" -0.635766481740802+0i "LAYING" 26
"8712" -0.648550668097802+0i "LAYING" 26
"8713" -0.660924184406417+0i "LAYING" 26
"8714" -0.649982491468984+0i "LAYING" 26
"8715" -0.648835366932977+0i "LAYING" 26
"8716" -0.653392976710927+0i "LAYING" 26
"8717" -0.639472686269964+0i "LAYING" 26
"8718" -0.637900749593048+0i "LAYING" 26
"8719" -0.657732441325847+0i "LAYING" 26
"8720" -0.650987365285918+0i "LAYING" 26
"8721" -0.645130267258289+0i "LAYING" 26
"8722" -0.644900626379323+0i "LAYING" 26
"8723" -0.642602193806417+0i "LAYING" 26
"8724" -0.65368103404877+0i "LAYING" 26
"8725" -0.646783792073975+0i "LAYING" 26
"8726" -0.645399453554902+0i "LAYING" 26
"8727" -0.650828768524064+0i "LAYING" 26
"8728" -0.653046288409057+0i "LAYING" 26
"8729" -0.647302268299822+0i "LAYING" 26
"8730" -0.6463074302959+0i "LAYING" 26
"8731" -0.633309073347772+0i "LAYING" 26
"8732" -0.408314523601426+0i "WALKING" 26
"8733" -0.406841643703565+0i "WALKING" 26
"8734" -0.418831096099982+0i "WALKING" 26
"8735" -0.432320993529947+0i "WALKING" 26
"8736" -0.434345448575758+0i "WALKING" 26
"8737" -0.420675804481688+0i "WALKING" 26
"8738" -0.421866402647772+0i "WALKING" 26
"8739" -0.41279243500303+0i "WALKING" 26
